"model","run","prompt_tokens_est","completion_tokens_est","usage_prompt_tokens","usage_completion_tokens","total_seconds","ttft_seconds","tokens_per_second_est","tokens_per_second_usage","chars_per_second","output_chars","error"
"z-ai/glm4.7","5","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","1","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","2","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","1","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","2","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","3","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","4","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","5","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","1","168","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","1","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","2","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","3","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","4","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","5","1504","0","","","0.0","","","","0.0","0","AuthenticationError(""Error code: 401 - {'status': 401, 'title': 'Unauthorized', 'detail': 'Authentication failed'}"")"
"z-ai/glm4.7","1","1504","0","1521","1000","7.38323020003736","1.5395330998580903","","171.12454373607463","0.0","0",""
"z-ai/glm4.7","1","1504","0","","","0.0","","","","0.0","0","TypeError('unsupported format string passed to NoneType.__format__')"
"z-ai/glm4.7","2","1504","0","1521","1000","16.810384299838915","0.7190859999973327","","62.14538947487195","0.0","0",""
"z-ai/glm4.7","2","1504","0","","","0.0","","","","0.0","0","TypeError('unsupported format string passed to NoneType.__format__')"
"z-ai/glm4.7","3","1504","0","1521","1000","14.490907900035381","0.7335085000377148","","72.68815645493069","0.0","0",""
"z-ai/glm4.7","3","1504","0","","","0.0","","","","0.0","0","TypeError('unsupported format string passed to NoneType.__format__')"
"z-ai/glm4.7","4","1504","0","1521","1000","7.518846000079066","0.7070408000145108","","146.8039632123542","0.0","0",""
"z-ai/glm4.7","4","1504","0","","","0.0","","","","0.0","0","TypeError('unsupported format string passed to NoneType.__format__')"
"z-ai/glm4.7","5","1504","0","1521","1000","8.469154499936849","0.811138599878177","","130.58212636935613","0.0","0",""
"z-ai/glm4.7","5","1504","0","","","0.0","","","","0.0","0","TypeError('unsupported format string passed to NoneType.__format__')"
"z-ai/glm4.7","1","1504","1000","1521","1000","9.518057700013742","1.2059665000997484","120.30666843625912","120.30666843625912","441.05637224640265","4198",""
"z-ai/glm4.7","2","1504","1000","1521","1000","18.346191400196403","0.7758479001931846","56.91408366602604","56.91408366602604","235.90727391809872","4328",""
"z-ai/glm4.7","3","1504","1000","1521","1000","8.050850100116804","0.702809700043872","136.09070521578442","136.09070521578442","524.1682490074899","4220",""
"z-ai/glm4.7","4","1504","1000","1521","1000","12.978478000033647","0.978645599912852","83.33449723763923","83.33449723763923","331.70299321606427","4305",""
"z-ai/glm4.7","5","1504","1000","1521","1000","10.386836900142953","1.0657049000728875","107.28310681497517","107.28310681497517","408.2089707157764","4240",""
"qwen/qwen3-coder-480b-a35b-instruct","1","1504","316","1527","317","26.372593499952927","1.4279080000706017","12.668029027725794","12.708117727180623","49.672778674662325","1310",""
"qwen/qwen3-coder-480b-a35b-instruct","2","1504","319","1527","320","12.526350199943408","1.2016882998868823","28.168611373590565","28.25691423056107","111.04591343824032","1391",""
"qwen/qwen3-coder-480b-a35b-instruct","3","1504","414","1527","417","12.995407299837098","1.3038232999388129","35.41008643513161","35.66668126437169","123.19736989082821","1601",""
"qwen/qwen3-coder-480b-a35b-instruct","4","1504","355","1527","356","27.16103840013966","5.440198400057852","16.343750978261568","16.3897897134116","52.6857618224435","1431",""
"qwen/qwen3-coder-480b-a35b-instruct","5","1504","540","","","22.594134700018913","4.535722199827433","29.902960738895192","","100.24725576227108","2265",""
"stepfun-ai/step-3.5-flash","1","1504","970","1549","1000","17.541145799914375","0.9063764000311494","58.31159883748129","60.11505034791885","243.4276556791885","4270",""
"stepfun-ai/step-3.5-flash","2","1504","983","1549","1000","51.11667019990273","2.0220386998262256","20.02255582666851","20.36882586639726","82.67361671785972","4226",""
"stepfun-ai/step-3.5-flash","3","1504","979","1549","1000","20.992480900138617","3.4402297001797706","55.77632115943597","56.97274888604287","205.31160754665927","4310",""
"stepfun-ai/step-3.5-flash","4","1504","962","1549","1000","12.240414700005203","4.442304300144315","123.36321886609366","128.23619424749862","350.8868045130999","4295",""
"stepfun-ai/step-3.5-flash","5","1504","977","1549","1000","12.162344200070947","0.4067260001320392","83.10919794971542","85.06570926275887","341.052673050957","4148",""
"mistralai/mistral-nemotron","1","1504","690","1538","706","14.46068219980225","0.9099567998200655","50.91978323174545","52.100531828423605","208.98045875327554","3022",""
"mistralai/mistral-nemotron","2","1504","589","1538","597","11.382989499950781","0.3189598999451846","53.23557702699043","53.95864089153359","222.26147182257696","2530",""
"mistralai/mistral-nemotron","3","1504","575","1538","589","11.536780799971893","0.41643150011077523","51.70700888030389","52.96596213999825","208.63705757552958","2407",""
"mistralai/mistral-nemotron","4","1504","532","1538","541","10.937816700199619","0.8765277001075447","52.87592871998125","53.770446311108756","212.29099587650092","2322",""
"mistralai/mistral-nemotron","5","1504","709","1538","730","14.573522800114006","0.31833280017599463","49.73627149151173","51.20941916615453","202.42188799930534","2950",""
"minimaxai/minimax-m2.7","1","1504","1000","1521","1000","54.572778899921104","17.902985000051558","27.27040142986889","27.27040142986889","76.39339766159549","4169",""
"minimaxai/minimax-m2.7","2","1504","1006","1521","1000","49.12922430015169","12.012231700122356","27.103488982542324","26.941837954813444","86.95435478281732","4272",""
"minimaxai/minimax-m2.7","3","1504","879","1521","884","47.859162899898365","32.17237169994041","56.03440428290753","56.35314378394796","77.31016958526571","3700",""
"minimaxai/minimax-m2.7","4","1504","997","1521","1000","30.08007079991512","4.813758899923414","39.459656951370384","39.578392127753645","138.86270507088656","4177",""
"minimaxai/minimax-m2.7","5","1504","796","1521","804","59.54137369990349","7.66770979994908","15.344973540623561","15.499194380227818","57.92610727094445","3449",""
"z-ai/glm4.7","1","1504","1000","1521","1000","16.263121400028467","1.2476188999135047","66.59783780078914","66.59783780078914","262.987645163401","4277",""
"z-ai/glm4.7","2","1504","1000","1521","1000","38.33747859997675","5.006549300160259","30.002163786219597","30.002163786219597","111.37926008526262","4270",""
"z-ai/glm4.7","3","1504","1000","1521","1000","24.4151991000399","0.7190771999303252","42.20099829902444","42.20099829902444","170.50854195136162","4163",""
"z-ai/glm4.7","4","1504","1000","1521","1000","22.92077050008811","6.919874700019136","62.49650097688214","62.49650097688214","186.86108305056916","4283",""
"z-ai/glm4.7","5","1504","1000","1521","1000","43.66723879985511","0.7511008000001311","23.301257909166456","23.301257909166456","96.6628556329512","4221",""
"qwen/qwen3-coder-480b-a35b-instruct","1","1504","511","1527","512","26.768252599984407","12.1995775999967","35.075255642701286","35.14389606470266","79.42244238987936","2126",""
"qwen/qwen3-coder-480b-a35b-instruct","2","1504","467","1527","470","14.251474500168115","1.0554312001913786","35.38939585025636","35.616736722956084","134.79307000670977","1921",""
"qwen/qwen3-coder-480b-a35b-instruct","3","1504","355","1527","356","10.087286700028926","1.4528552999254316","41.11446180413743","41.230277189501194","148.90029843165783","1502",""
"qwen/qwen3-coder-480b-a35b-instruct","4","1504","517","1527","520","19.734318800037727","2.2751559999305755","29.61195825476964","29.783787799768305","107.78177962727214","2127",""
"qwen/qwen3-coder-480b-a35b-instruct","5","1504","231","1527","232","14.987500200048089","2.6128547999542207","18.66720156670087","18.748011963093518","64.1200992275494","961",""
"mistralai/mistral-nemotron","1","1504","495","1538","499","10.027458800002933","0.9372354000806808","54.4541072559596","54.89414044590674","213.71316928266742","2143",""
"mistralai/mistral-nemotron","2","1504","641","1538","644","12.443600500002503","0.443680000025779","53.41702055453145","53.66702221079291","226.30106133666325","2816",""
"mistralai/mistral-nemotron","3","1504","502","1538","515","9.806056200060993","0.3348233001306653","53.00260328343238","54.37518065929816","233.4271753394359","2289",""
"mistralai/mistral-nemotron","4","1504","480","1538","490","9.520672799786553","0.32707579992711544","52.21025024343995","53.29796379017829","216.79140155370885","2064",""
"mistralai/mistral-nemotron","5","1504","461","1538","466","8.757889700122178","0.30701310001313686","54.5505539619466","55.14220856023235","237.50013658781097","2080",""
"stepfun-ai/step-3.5-flash","1","1504","983","1549","1000","23.369574799900874","2.7687188999261707","47.71646405240896","48.541672484647975","178.2659734150435","4166",""
"stepfun-ai/step-3.5-flash","2","1504","976","1549","1000","9.289028599858284","0.4038327999878675","109.84563784337023","112.54676008542032","461.2968895440125","4285",""
"stepfun-ai/step-3.5-flash","3","1504","972","1549","1000","26.89679739996791","8.21661249990575","52.033746196846565","53.5326606963442","156.11524069423263","4199",""
"stepfun-ai/step-3.5-flash","4","1504","979","1549","1000","11.714105299906805","2.890128100058064","110.94770281328263","113.32758203603946","351.54199954415316","4118",""
"stepfun-ai/step-3.5-flash","5","1504","979","1549","1000","15.237448199884966","0.7869986998848617","67.74875757325009","69.2019995640961","265.923791624807","4052",""
"qwen/qwen3-coder-480b-a35b-instruct","1","1504","463","1527","466","11.48164809984155","3.757485399954021","59.941772071520674","60.33016368321519","164.0879413492911","1884",""
"qwen/qwen3-coder-480b-a35b-instruct","2","1504","483","1527","486","28.440939999883994","2.6075742000248283","18.696750696056537","18.812879582367447","66.4886603610047","1891",""
"qwen/qwen3-coder-480b-a35b-instruct","3","1504","402","1527","403","14.229459899943322","1.2996513999532908","31.09094771204925","31.16828837799962","122.56262797486409","1744",""
"qwen/qwen3-coder-480b-a35b-instruct","4","1504","311","","","34.885276100132614","2.361033800058067","9.562098238312755","","35.745739733309996","1247",""
"qwen/qwen3-coder-480b-a35b-instruct","5","1504","293","1527","294","16.76091230008751","0.6802493999712169","18.220641886466076","18.282828377546164","72.07244918247635","1208",""
"mistralai/devstral-2-123b-instruct-2512","1","1504","667","1538","679","14.84358280000015","1.3926965000027849","49.587810432992114","50.4799449535257","188.09475027821262","2792",""
"mistralai/devstral-2-123b-instruct-2512","2","1504","485","1538","492","10.610067500001605","0.35846590000073775","47.30968086000913","47.99250099613297","181.52570659891737","1926",""
"mistralai/devstral-2-123b-instruct-2512","3","1504","418","1538","421","9.053488200002903","0.33353680000072927","47.9360469830022","48.28008559771274","208.64886088871185","1889",""
"mistralai/devstral-2-123b-instruct-2512","4","1504","435","1538","441","8.655871999999363","0.34296769999855314","52.32828194593286","53.050051352083656","221.9302688394816","1921",""
"mistralai/devstral-2-123b-instruct-2512","5","1504","425","1538","432","8.122786299998552","0.3235437000003003","54.492470845835115","55.389993895060634","217.65930244900267","1768",""
"mistralai/devstral-2-123b-instruct-2512","1","1504","535","1538","557","14.055740199999946","1.2038846000000376","41.6282299343609","43.34004499708229","156.94655483174117","2206",""
"mistralai/mistral-nemotron","1","1504","588","1538","593","11.661393699999735","0.8556166999997004","54.415337277457986","54.87805273049759","221.6716171755747","2585",""
"qwen/qwen3-coder-480b-a35b-instruct","1","1504","406","1527","407","10.864350800000011","1.0638409999996838","41.426416409479685","41.52845191787742","161.6295379563773","1756",""
"qwen/qwen3.5-397b-a17b","1","1504","938","1423","996","33.40051900000071","4.796746500000154","32.792877233238436","34.820581795634844","121.01608361235087","4042",""
"qwen/qwen3.5-397b-a17b","2","1504","931","1423","1000","27.706350200000088","4.4227998000005755","39.985310831290555","42.94877640310478","144.7321632424897","4010",""
"qwen/qwen3.5-397b-a17b","3","1504","732","1423","769","23.44858469999963","3.1486469999999827","36.059223965008165","37.88188965722853","142.43930039837556","3340",""
"z-ai/glm5","1","1504","256","1412","257","66.2261209999997","23.63793479999913","6.011056653077106","6.034537343128189","16.322864508401526","1081",""
"z-ai/glm5","2","1504","197","1412","198","63.07629219999944","40.30805379999947","8.652404131537915","8.69632496469293","14.046481952216078","886",""
"z-ai/glm5","3","1504","308","1412","309","54.69210949999979","13.864099200000055","7.543840557912322","7.568333546736713","23.550015016334395","1288",""
"z-ai/glm-5.1","1","1504","299","1412","300","30.93949109999994","6.628539700001056","12.2989839056654","12.340117631102407","41.04786325978071","1270",""
"z-ai/glm-5.1","2","1504","256","1412","257","34.80707219999931","17.03261239999847","14.402688063689446","14.458948563938232","31.74642192399112","1105",""
"z-ai/glm-5.1","3","1504","278","1412","279","26.414877199998955","1.3086461999992025","11.072948384805459","11.11277913439109","44.33107869984897","1171",""
"deepseek-ai/deepseek-v4-pro","1","1504","453","1537","472","336.5237529999995","304.2469667999994","14.03485456058197","14.623512919635075","5.77076649920757","1942",""
"deepseek-ai/deepseek-v4-pro","2","1504","497","1537","518","79.7305436000006","48.63068419999945","15.980779643009628","16.65602385327764","26.163122760898677","2086",""
"deepseek-ai/deepseek-v4-pro","3","1504","420","1537","438","62.16272320000098","40.6695135000009","19.541055331535635","20.378529131458592","28.377135189598196","1764",""
"z-ai/glm4.7","1","1504","1000","1521","1000","53.108988100000715","29.931851399996958","43.14596806946554","43.14596806946554","78.72490419375819","4181",""
"z-ai/glm4.7","2","1504","999","1521","1000","33.80574550000165","14.517860399995698","51.79417000984166","51.84601602586753","128.8834171694213","4357",""
"z-ai/glm4.7","3","1504","998","1521","1000","68.26392230000056","41.04936610000004","36.671551528001075","36.74504161122352","62.800376180551886","4287",""
"z-ai/glm5","1","1504","321","1412","322","44.21650349999982","17.598338600000716","12.059433894333221","12.09700222422211","32.92888140736877","1456",""
"z-ai/glm5","2","1504","274","1412","275","17.14951149999979","3.0330248000027495","19.40992867581262","19.48076783156376","67.58209993328464","1159",""
"z-ai/glm5","3","1504","290","1412","291","22.932072000003245","3.403080600000976","14.849717226050204","14.900923147519343","54.988489483192865","1261",""
"z-ai/glm4.7","1","1504","999","1521","1000","333.4389405999973","314.7282111000022","53.39182526262609","53.44527053315925","12.715971303083112","4240",""
"z-ai/glm4.7","2","1504","1000","1521","1000","84.94857220000267","58.06447300000582","37.196708454346016","37.196708454346016","50.60708954446517","4299",""
"z-ai/glm4.7","3","1504","1000","1521","1000","28.050509200002125","12.658863299999211","64.9703096404921","64.9703096404921","156.21819799262923","4382",""
"z-ai/glm-5.1","1","1504","261","1412","262","27.617259300001024","5.136200799999642","11.609773623425426","11.654255514702918","42.871741440323014","1184",""
"z-ai/glm-5.1","2","1504","345","1412","346","85.95999580000353","31.89873870000156","6.381649604666471","6.400147139752461","17.054444760686458","1466",""
"z-ai/glm-5.1","3","1504","210","1412","211","42.956537899997784","4.771947900000669","5.499600755174165","5.525789330198804","21.533392708541527","925",""
"deepseek-ai/deepseek-v4-pro","1","1504","444","1537","464","29.29100080000353","5.6740663000018685","18.80006907754979","19.646919035997975","64.49079746021421","1889",""
"deepseek-ai/deepseek-v4-pro","2","1504","481","1537","508","108.94116760000179","58.02187070000218","9.446320536291688","9.97657137720619","18.59719373890726","2026",""
"deepseek-ai/deepseek-v4-pro","3","1504","515","1537","540","54.21796819999872","6.811754100002872","10.863554700100911","11.390911724377654","39.580974190767456","2146",""
"qwen/qwen3.5-122b-a10b","1","1504","778","1423","819","9.891350499994587","0.9199232999962987","86.71975847947007","91.28982287234703","340.398411723641","3367",""
"qwen/qwen3.5-122b-a10b","2","1504","656","1423","695","9.052425199995923","0.5218754000015906","76.90008444712858","81.47188824810117","305.0011393633215","2761",""
"qwen/qwen3.5-122b-a10b","3","1504","697","1423","748","13.827972999999474","0.5145275000031688","52.353089213471705","56.18380305835988","209.50286784622085","2897",""
"nvidia/nemotron-3-super-120b-a12b","1","1504","970","1548","1000","21.41524670000217","21.414378800000122","1117640.2784994121","1152206.4726798062","194.62769018671062","4168",""
"nvidia/nemotron-3-super-120b-a12b","2","1504","962","1548","1000","24.42098249999981","24.420291900001757","1392991.6054356692","1448016.2218666","165.75909671120036","4048",""
"nvidia/nemotron-3-super-120b-a12b","3","1504","974","1548","1000","39.360633500000404","39.36033810000663","3297224.172399903","3385240.4234085246","105.66394974308423","4159",""
"openai/gpt-oss-120b","1","1504","1002","1560","1000","5.160922000002756","0.5203666000015801","215.92243031938506","215.49144742453598","819.8147540299467","4231",""
"openai/gpt-oss-120b","2","1504","989","1560","1000","6.173314700004994","0.3495510000066133","169.821450688371","171.7102635878372","644.8723568226288","3981",""
"openai/gpt-oss-120b","3","1504","1010","1560","1000","4.505343199998606","0.16429000000061933","232.6624331626409","230.35884471548604","911.3623130866636","4106",""
"mistralai/mistral-medium-3.5-128b","1","1504","485","1441","499","8.990855700001703","0.8232742000036524","59.3811032066366","61.09519690744673","234.79411420201086","2111",""
"mistralai/mistral-medium-3.5-128b","2","1504","479","1441","490","9.247569200000726","0.32550840000476455","53.687148153060875","54.92004717118962","210.0011319731295","1942",""
"mistralai/mistral-medium-3.5-128b","3","1504","473","1441","486","10.205743200000143","0.47730459999729646","48.62034078108501","49.95662921692879","197.33986643912144","2014",""
"nvidia/llama-3.1-nemotron-ultra-253b-v1","1","1504","0","","","0.0","","","","0.0","0","NotFoundError('Error code: 404 - {\'status\': 404, \'title\': \'Not Found\', \'detail\': ""Function \'84bf12ff-edbd-4435-baea-0fa6a7453d2e\': Not found for account \'icLiwyfY8sx3meiuDsWbeUD9lULunNre1QaNnxmeC6Y\'""}')"
"nvidia/llama-3.1-nemotron-ultra-253b-v1","2","1504","0","","","0.0","","","","0.0","0","NotFoundError('Error code: 404 - {\'status\': 404, \'title\': \'Not Found\', \'detail\': ""Function \'84bf12ff-edbd-4435-baea-0fa6a7453d2e\': Not found for account \'icLiwyfY8sx3meiuDsWbeUD9lULunNre1QaNnxmeC6Y\'""}')"
"nvidia/llama-3.1-nemotron-ultra-253b-v1","3","1504","0","","","0.0","","","","0.0","0","NotFoundError('Error code: 404 - {\'status\': 404, \'title\': \'Not Found\', \'detail\': ""Function \'84bf12ff-edbd-4435-baea-0fa6a7453d2e\': Not found for account \'icLiwyfY8sx3meiuDsWbeUD9lULunNre1QaNnxmeC6Y\'""}')"
"qwen3-8b-q5km","1","1504","994","1527","1000","12.876032200001646","0.9097196000002441","83.06652460340068","83.56793219658016","351.5058000553479","4526",""
"qwen3-8b-q5km","2","1504","988","1527","1000","12.061035400001856","0.0503327000005811","82.25996635483244","83.25907525792756","386.7827135304886","4665",""
nvidia/nemotron-3-super-120b-a12b,1,1504,963,1548,1000,38.726826700003585,38.72576439999102,906523.5701882917,941353.6554395553,103.28757455357503,4000,
nvidia/nemotron-3-super-120b-a12b,2,1504,956,1548,1000,37.38847000000533,37.388071199995466,2397191.5154460478,2507522.5056967023,104.44396360694738,3905,
nvidia/nemotron-3-super-120b-a12b,3,1504,981,1548,1000,40.258133899988024,40.25779549998697,2898936.161170201,2955082.7330990834,101.09758217087183,4070,
qwen/qwen3.5-397b-a17b,1,1504,933,1423,1000,31.505388599995058,5.79355950000172,36.28679999278005,38.892604493869285,129.2477312912953,4072,
qwen/qwen3.5-397b-a17b,2,1504,950,1423,1000,38.415291800003615,6.158338399996865,29.45101442840542,31.001067819374125,107.11880106035308,4115,
qwen/qwen3.5-397b-a17b,3,1504,932,1423,1000,67.39345219999086,37.14134230000491,30.80776855172117,33.05554565635319,61.311594303527315,4132,
nvidia/nemotron-3-super-120b-a12b,1,1504,963,1548,1000,25.39157759999216,25.3906879999995,1082509.001736448,1124100.7286982844,161.7465470125522,4107,
nvidia/nemotron-3-super-120b-a12b,2,1504,960,1548,1000,42.55205589999969,42.55169609999575,2668148.942472939,2779321.815075978,96.32907067129582,4099,
nvidia/nemotron-3-super-120b-a12b,3,1504,962,1548,1000,19.260992600000463,19.26055500000075,2198354.6632298077,2285191.9576193425,204.71426794483608,3943,
mistralai/mistral-medium-3.5-128b,1,543,100,499,100,62.77831689998857,39.75501860000077,12.551874394041672,4.343426328279515,4.343426328279515,6.4194138979867015,403,
